oID	Oocyte.1_vs_cell64.128.2_adjp	cell64.128.2_vs_Sphere.3_adjp	Sphere.3_vs_Shield.4_adjp	Shield.4_vs_per75Epiboly.5_adjp	per75Epiboly.5_vs_dpf1.6_adjp	Oocyte.1_vs_cell64.128.2_p	cell64.128.2_vs_Sphere.3_p	Sphere.3_vs_Shield.4_p	Shield.4_vs_per75Epiboly.5_p	per75Epiboly.5_vs_dpf1.6_p	Oocyte.1_vs_cell64.128.2_LFC	cell64.128.2_vs_Sphere.3_LFC	Sphere.3_vs_Shield.4_LFC	Shield.4_vs_per75Epiboly.5_LFC	per75Epiboly.5_vs_dpf1.6_LFC	Accession	mitofates	targetp	accession	gene_id	gene_name	ID	uID
XP_009301745.2|pacsin3	0	0	0	0.981027183	0.6448223	0	0	0	0.8966287	0.5209227	0	0	0	-0.059648560557930934	0.3089617557840689	XP_009301745.2	Possessing mitochondrial presequence	noTP	XP_009301745	ENSDARG00000099339	pacsin3.XP_009301745	ENSDARG00000099339	ENSDARG00000099339|pacsin3.XP_009301745
XP_005163413.1|plcd1b	0	0	0.3000601753	0.928974274	0.8382996	0	0	0.05849841	0.7178794	0.7711054	0	0	-1.4282593070679228	0.342338003760843	0.22654450726434655	XP_005163413.1	Possessing mitochondrial presequence	noTP	XP_005163413	ENSDARG00000034080	plcd1b.XP_005163413	ENSDARG00000034080	ENSDARG00000034080|plcd1b.XP_005163413
ENSDARP00000139312.1|NA	0	0	0	0.624929119	0.01455182	0	0	0	0.2078081	0.001474217	0	0	0	-0.5654403524672141	-2.504344799213293	ENSDARP00000139312.1	No mitochondrial presequence	noTP	ENSDARP00000139312	ENSDARG00000102571	metap2b.ENSDARP00000139312	ENSDARG00000102571	ENSDARG00000102571|metap2b.ENSDARP00000139312
ENSDARP00000131380.1|NA	0	0	0.3444098191	0.803215536	0.08569777	0	0	0.08830594	0.4324225	0.01906412	0	0	-2.375290431091318	-1.0395105985200424	-2.3967168086199253	ENSDARP00000131380.1	No mitochondrial presequence	noTP	ENSDARP00000131380	ENSDARG00000032849	ndrg1a.ENSDARP00000131380	ENSDARG00000032849	ENSDARG00000032849|ndrg1a.ENSDARP00000131380
ENSDARP00000129014.1|zgc:15861	0	0	0.3835230023	0.610795277	0.3068553	0	0	0.1115608	0.1944142	0.1671885	0	0	-1.3271018505977938	-1.3458240342960532	1.0047388853732195	ENSDARP00000129014.1	No mitochondrial presequence	noTP	ENSDARP00000129014	ENSDARG00000061634	aifm4.ENSDARP00000129014	ENSDARG00000061634	ENSDARG00000061634|aifm4.ENSDARP00000129014
NP_001071194.2|zgc:154064	0	0	0.6398995833	0.873498976	6.700807e-4	0	0	0.4073057	0.586116	1.783143e-5	0	0	-0.2118809121777555	0.14653814411299798	-4.051152479956519	NP_001071194.2	No mitochondrial presequence	noTP	NP_001071194	ENSDARG00000104316	CABZ01078055.1.NP_001071194	ENSDARG00000104316	ENSDARG00000104316|CABZ01078055.1.NP_001071194
ENSDARP00000149662.1|NA	0	0	0.6591861655	0.834358238	0.9408349	0	0	0.4415656	0.5061415	0.9137168	0	0	0.3344644040765989	-0.28636083077484975	-0.03457684177218503	ENSDARP00000149662.1	No mitochondrial presequence	noTP	ENSDARP00000149662	ENSDARG00000019743	dctn1a.ENSDARP00000149662	ENSDARG00000019743	ENSDARG00000019743|dctn1a.ENSDARP00000149662
ENSDARP00000107734.2|acsbg2	0	0	0.6640664067	0.611136451	0.3389488	0	0	0.4485254	0.1947804	0.1998744	0	0	-0.23183318308737755	-0.81435122039001	0.9562782176800961	ENSDARP00000107734.2	No mitochondrial presequence	noTP	ENSDARP00000107734	ENSDARG00000004094	acsbg2.ENSDARP00000107734	ENSDARG00000004094	ENSDARG00000004094|acsbg2.ENSDARP00000107734
ENSDARP00000145153.1|NA	0	0	0.8499860305	0.202245594	0.01890093	0	0	0.7521246	0.003500153	0.002142373	0	0	-0.0814883327772522	-1.8102764381521785	1.9661536336723107	ENSDARP00000145153.1	No mitochondrial presequence	noTP	ENSDARP00000145153	ENSDARG00000019081	DHDH.ENSDARP00000145153	ENSDARG00000019081	ENSDARG00000019081|DHDH.ENSDARP00000145153
ENSDARP00000154898.1|NA	0	0	0	0	0.3444623	0	0	0	0	0.2057625	0	0	0	0	-2.2115288583808197	ENSDARP00000154898.1	No mitochondrial presequence	noTP	ENSDARP00000154898	ENSDARG00000027322	lin7c.ENSDARP00000154898	ENSDARG00000027322	ENSDARG00000027322|lin7c.ENSDARP00000154898
ENSDARP00000093261.3|NA	0	0	0.9682150454	0.632182719	0.4510828	0	0	0.9449914	0.2157532	0.3136236	0	0	0.019761691823324715	-0.5362832713662662	0.4091219609941941	ENSDARP00000093261.3	No mitochondrial presequence	noTP	ENSDARP00000093261	ENSDARG00000045417	fam49bb.ENSDARP00000093261	ENSDARG00000045417	ENSDARG00000045417|fam49bb.ENSDARP00000093261
ENSDARP00000142328.1|vars	0	0	0.8995239048	0.898008616	0.264137	0	0	0.8246868	0.6624708	0.1301725	0	0	0.0627651898543067	-0.14121555093643695	-1.2427811589798734	ENSDARP00000142328.1	No mitochondrial presequence	noTP	ENSDARP00000142328	ENSDARG00000044575	vars1.ENSDARP00000142328	ENSDARG00000044575	ENSDARG00000044575|vars1.ENSDARP00000142328
ENSDARP00000130795.1|NA	0	0	0.680931848	0.358851275	0.1715325	0	0	0.4902828	0.02920084	0.05391105	0	0	0.3285230648361036	-2.099551130932294	-1.474813339396126	ENSDARP00000130795.1	No mitochondrial presequence	noTP	ENSDARP00000130795	ENSDARG00000013250	tars1.ENSDARP00000130795	ENSDARG00000013250	ENSDARG00000013250|tars1.ENSDARP00000130795
ENSDARP00000111628.1|padi2	0	0	0	0.906563736	0.5606558	0	0	0	0.6753405	0.4242533	0	0	0	-0.33578676260942203	0.6510216597684706	ENSDARP00000111628.1	No mitochondrial presequence	noTP	ENSDARP00000111628	ENSDARG00000044167	padi2.ENSDARP00000111628	ENSDARG00000044167	ENSDARG00000044167|padi2.ENSDARP00000111628
XP_005173917.3|LOC101883637;	0	0	0.7604641382	0.925036075	0	0	0	0.6168614	0.7107327	0	0	0	0.17892000385001083	-0.13160595815303436	0	XP_005173917.3	No mitochondrial presequence	noTP	NA	NA	LOC101883637;	XP_005173917.3	XP_005173917.3|LOC101883637;
ENSDARP00000094800.4|flot1b	0	0	0.6976665005	0.754990881	0.003664368	0	0	0.5233259	0.3568025	2.070265e-4	0	0	-0.4590804633346667	-1.0200069802128966	-6.701443210190305	ENSDARP00000094800.4	No mitochondrial presequence	noTP	ENSDARP00000094800	ENSDARG00000037998	flot1b.ENSDARP00000094800	ENSDARG00000037998	ENSDARG00000037998|flot1b.ENSDARP00000094800
NP_956190.2|iars	0	0	0.3791687335	0.638681811	0.01771004	0	0	0.1081449	0.2218804	0.001951106	0	0	1.2900233018456806	-1.0772881729441843	-2.4947435386505874	NP_956190.2	No mitochondrial presequence	noTP	NP_956190	ENSDARG00000007955	iars1.NP_956190	ENSDARG00000007955	ENSDARG00000007955|iars1.NP_956190
ENSDARP00000108255.2|NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	ENSDARP00000108255.2	No mitochondrial presequence	noTP	ENSDARP00000108255	ENSDARG00000056683	cdk5.ENSDARP00000108255	ENSDARG00000056683	ENSDARG00000056683|cdk5.ENSDARP00000108255
ENSDARP00000137615.1|notch1b	0	0	0.3704780432	0.519778368	0.3282669	0	0	0.1033968	0.1174009	0.1881276	0	0	1.378893201346763	1.7261973040850631	-0.9699577765612385	ENSDARP00000137615.1	No mitochondrial presequence	SP	ENSDARP00000137615	ENSDARG00000052094	notch1b.ENSDARP00000137615	ENSDARG00000052094	ENSDARG00000052094|notch1b.ENSDARP00000137615
NP_001304681.1|LOC100334859;	0	0	0.3600861841	0.891964918	0.1131127	0	0	0.09808836	0.6286386	0.02867759	0	0	1.6342854393851616	0.5615607252337218	-2.2462844138124844	NP_001304681.1	No mitochondrial presequence	noTP	NP_001304681	ENSDARG00000098695	vclb.NP_001304681	ENSDARG00000098695	ENSDARG00000098695|vclb.NP_001304681
ENSDARP00000095611.4|wu:fc85c0	0	0	0	0.968466127	0.7406425	0	0	0	0.8508783	0.6376012	0	0	0	-0.2174538155498915	0.6492508621109869	ENSDARP00000095611.4	No mitochondrial presequence	noTP	ENSDARP00000095611	ENSDARG00000033012	pcnt.ENSDARP00000095611	ENSDARG00000033012	ENSDARG00000033012|pcnt.ENSDARP00000095611
XP_009302001.2|gcn1l1;	0	0	0.3209075172	0.998405017	0.1951647	0	0	0.07697302	0.9801076	0.0763874	0	0	3.050962647484508	-0.0494193661199823	-3.012625309175428	XP_009302001.2	No mitochondrial presequence	noTP	XP_009302001	ENSDARG00000058419	gcn1.XP_009302001	ENSDARG00000058419	ENSDARG00000058419|gcn1.XP_009302001
ENSDARP00000094521.4|mapk3	0	0	0.3386160056	0.849079048	0.558328	0	0	0.08520778	0.543024	0.4211118	0	0	-1.4632006506805473	-0.7384063542320805	-0.8225574879447176	ENSDARP00000094521.4	No mitochondrial presequence	noTP	ENSDARP00000094521	ENSDARG00000070573	mapk3.ENSDARP00000094521	ENSDARG00000070573	ENSDARG00000070573|mapk3.ENSDARP00000094521
ENSDARP00000123109.1|NA	0	0	0.5888651772	0.737080175	0.9612643	0	0	0.3224222	0.3360052	0.9453112	0	0	-1.078786335092289	-1.8525451234209707	0.1511785241102975	ENSDARP00000123109.1	No mitochondrial presequence	noTP	ENSDARP00000123109	ENSDARG00000034396	mars1.ENSDARP00000123109	ENSDARG00000034396	ENSDARG00000034396|mars1.ENSDARP00000123109
ENSDARP00000060918.4|qars	0	0	0.4441105504	0.425532345	0.5995154	0	0	0.1666628	0.06330616	0.4682316	0	0	-1.2496099773667573	-1.59702410353069	-0.4127674703901127	ENSDARP00000060918.4	No mitochondrial presequence	noTP	ENSDARP00000060918	ENSDARG00000010316	qars1.ENSDARP00000060918	ENSDARG00000010316	ENSDARG00000010316|qars1.ENSDARP00000060918
ENSDARP00000123148.2|flot1a	0	0	0	0.958550002	0.004306213	0	0	0	0.8147467	2.645766e-4	0	0	0	0.09287307919010036	-5.456707975154063	ENSDARP00000123148.2	No mitochondrial presequence	noTP	ENSDARP00000123148	ENSDARG00000001710	flot1a.ENSDARP00000123148	ENSDARG00000001710	ENSDARG00000001710|flot1a.ENSDARP00000123148
ENSDARP00000035593.7|llgl2	0	0	0.3018591331	0.280438575	0.7814606	0	0	0.06065972	0.01039196	0.6921967	0	0	-1.4297733196693578	-1.4708640908512456	0.1536180556798027	ENSDARP00000035593.7	No mitochondrial presequence	noTP	ENSDARP00000035593	ENSDARG00000023920	llgl2.ENSDARP00000035593	ENSDARG00000023920	ENSDARG00000023920|llgl2.ENSDARP00000035593
ENSDARP00000098114.2|vps13a	0	0	0	0	0.2909781	0	0	0	0	0.1511204	0	0	0	0	-1.6542433552755205	ENSDARP00000098114.2	No mitochondrial presequence	noTP	ENSDARP00000098114	ENSDARG00000039225	vps13a.ENSDARP00000098114	ENSDARG00000039225	ENSDARG00000039225|vps13a.ENSDARP00000098114
ENSDARP00000128740.1|eif3ba	0	0	0.3131043443	0.579544363	0.09332976	0	0	0.06970698	0.1700639	0.02204718	0	0	-1.128161527303691	-1.4466682520313352	-2.492073280516536	ENSDARP00000128740.1	No mitochondrial presequence	noTP	ENSDARP00000128740	ENSDARG00000059654	eif3ba.ENSDARP00000128740	ENSDARG00000059654	ENSDARG00000059654|eif3ba.ENSDARP00000128740
ENSDARP00000070516.5|alg10;	0	0	0	0.731468428	0.2834989	0	0	0	0.323592	0.1447526	0	0	0	1.1625619324803904	-1.8025349451323027	ENSDARP00000070516.5	No mitochondrial presequence	noTP	ENSDARP00000070516	ENSDARG00000053917	alg10.ENSDARP00000070516	ENSDARG00000053917	ENSDARG00000053917|alg10.ENSDARP00000070516
ENSDARP00000118986.2|si:dkey-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	ENSDARP00000118986.2	No mitochondrial presequence	noTP	ENSDARP00000118986	ENSDARG00000002840	si:dkey-28b4.8.ENSDARP00000118986	ENSDARG00000002840	ENSDARG00000002840|si:dkey-28b4.8.ENSDARP00000118986
XP_021326214.1|sept7b;	0	0	0	0	0.006440723	0	0	0	0	4.707732e-4	0	0	0	0	-2.8296582950540166	XP_021326214.1	No mitochondrial presequence	noTP	XP_021326214	ENSDARG00000102889	sept15.XP_021326214	ENSDARG00000102889	ENSDARG00000102889|sept15.XP_021326214
ENSDARP00000146749.1|NA	0	0.757319	0.3332729312	0.874195516	0.02740368	0	0.5019603	0.08284115	0.5900451	0.003870577	0	-0.20408595440101196	-0.8743116452379107	0.3575290431216315	-2.7866348647375845	ENSDARP00000146749.1	No mitochondrial presequence	noTP	ENSDARP00000146749	ENSDARG00000110887	ccdc90b.ENSDARP00000146749	ENSDARG00000110887	ENSDARG00000110887|ccdc90b.ENSDARP00000146749
ENSDARP00000039699.4|itgb1a	0	0.8362876	0.6773847747	0.958550002	0.9262001	0	0.6602881	0.4820627	0.821312	0.8895117	0	-0.1412719616781877	-0.24025198464240172	-0.13035941336465057	0.09301567754208798	ENSDARP00000039699.4	No mitochondrial presequence	SP	ENSDARP00000039699	ENSDARG00000071863	itgb1a.ENSDARP00000039699	ENSDARG00000071863	ENSDARG00000071863|itgb1a.ENSDARP00000039699
ENSDARP00000048976.4|abcf1	0	0	0.142864176	0.960708193	0.0140612	0	0	0.01151461	0.8312667	0.001405127	0	0	-2.3029082211171694	-0.15740962534137784	-3.2390942749714013	ENSDARP00000048976.4	No mitochondrial presequence	noTP	ENSDARP00000048976	ENSDARG00000031795	abcf1.ENSDARP00000048976	ENSDARG00000031795	ENSDARG00000031795|abcf1.ENSDARP00000048976
ENSDARP00000124115.1|h6pd;	0	0.7892595	0.8963998898	0.638681811	0.001954149	0	0.5538012	0.81821410000000006	0.2221385	8.625303e-5	0	-0.5447595860391037	0.21121112849675408	0.6221777208725396	-5.101407649454769	ENSDARP00000124115.1	No mitochondrial presequence	SP	ENSDARP00000124115	ENSDARG00000060153	h6pd.ENSDARP00000124115	ENSDARG00000060153	ENSDARG00000060153|h6pd.ENSDARP00000124115
ENSDARP00000056881.3|cul3a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	ENSDARP00000056881.3	No mitochondrial presequence	noTP	ENSDARP00000056881	ENSDARG00000038967	cul3a.ENSDARP00000056881	ENSDARG00000038967	ENSDARG00000038967|cul3a.ENSDARP00000056881
ENSDARP00000009334.8|zgc:17374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	ENSDARP00000009334.8	No mitochondrial presequence	noTP	ENSDARP00000009334	ENSDARG00000004529	zgc:173742.ENSDARP00000009334	ENSDARG00000004529	ENSDARG00000004529|zgc:173742.ENSDARP00000009334
ENSDARP00000065330.4|NA	0	0.407304	0.3000601753	0	0	0	0.1092675	0.05628659	0	0	0	1.4852821977303674	-1.866806144050957	0	0	ENSDARP00000065330.4	No mitochondrial presequence	noTP	ENSDARP00000065330	ENSDARG00000044485	sall4.ENSDARP00000065330	ENSDARG00000044485	ENSDARG00000044485|sall4.ENSDARP00000065330
ENSDARP00000056639.2|abcf2a	0	0.4183843	0.2670257646	0.79516312199999994	0.02388281	0	0.1176585	0.04378617	0.420393	0.003078116	0	0.8545843836209692	-1.4701664231084264	-0.7486143290845426	-4.9497806661590955	ENSDARP00000056639.2	No mitochondrial presequence	noTP	ENSDARP00000056639	ENSDARG00000038785	abcf2a.ENSDARP00000056639	ENSDARG00000038785	ENSDARG00000038785|abcf2a.ENSDARP00000056639
ENSDARP00000005474.7|lemd3	0	0.853607	0.639195103	0	0	0	0.6948882	0.4038814	0	0	0	0.3228259368040695	-0.7043498831246591	0	0	ENSDARP00000005474.7	No mitochondrial presequence	noTP	ENSDARP00000005474	ENSDARG00000015824	lemd3.ENSDARP00000005474	ENSDARG00000015824	ENSDARG00000015824|lemd3.ENSDARP00000005474
XP_005160999.1|add1	0	0	0	0.544535154	0.051233	0	0	0	0.1365198	0.009027284	0	0	0	-1.0095332079154207	-3.07665297811684	XP_005160999.1	No mitochondrial presequence	noTP	XP_005160999	ENSDARG00000103962	add1.XP_005160999	ENSDARG00000103962	ENSDARG00000103962|add1.XP_005160999
AAI63893.1|dnmt1	0	0.5329402	0.9463058675	0	0	0	0.2002039	0.9056496	0	0	0	-0.3493485305897222	-0.032175415730867345	0	0	AAI63893.1	No mitochondrial presequence	noTP	NA	NA	dnmt1	AAI63893.1	AAI63893.1|dnmt1
ENSDARP00000005033.5|slc35f6;	0	0.4787848	0.1115700976	0.935295917	0.004630168	0	0.1568715	0.006510555	0.7351516	2.959253e-4	0	0.3602954831977713	-1.1599959314015595	-0.1939797414540538	-4.829512918273143	ENSDARP00000005033.5	No mitochondrial presequence	noTP	ENSDARP00000005033	ENSDARG00000016745	slc35f6.ENSDARP00000005033	ENSDARG00000016745	ENSDARG00000016745|slc35f6.ENSDARP00000005033
ENSDARP00000074585.5|NA	0	0.8113845	0.0992831403	0.205348777	0.8066914	0	0.6074494	0.004999011	0.003964844	0.724655	0	0.15388374381961345	-1.5097297336530997	-1.8551557902190334	0.17384281391146633	ENSDARP00000074585.5	No mitochondrial presequence	noTP	ENSDARP00000074585	ENSDARG00000057465	gfpt1.ENSDARP00000074585	ENSDARG00000057465	ENSDARG00000057465|gfpt1.ENSDARP00000074585
ENSDARP00000022975.7|reps1	0	0	0.2744572315	0.531029227	0.1937711	0	0	0.04739863	0.1266829	0.07451156	0	0	-0.8549951670138484	0.5341302953847386	1.5181864133381695	ENSDARP00000022975.7	No mitochondrial presequence	noTP	ENSDARP00000022975	ENSDARG00000002877	reps1.ENSDARP00000022975	ENSDARG00000002877	ENSDARG00000002877|reps1.ENSDARP00000022975
ENSDARP00000070953.4|NA	0	0	0	0	0.4850072	0	0	0	0	0.344883	0	0	0	0	0.42641100705503204	ENSDARP00000070953.4	No mitochondrial presequence	noTP	ENSDARP00000070953	ENSDARG00000054302	ehd4.ENSDARP00000070953	ENSDARG00000054302	ENSDARG00000054302|ehd4.ENSDARP00000070953
ENSDARP00000008636.7|ddx1	0	0.8728133	0.2207764941	0.999639881	0.4135251	0	0.7361532	0.0279343	0.998253	0.2757726	0	-0.12243564133218961	-2.2411050847357523	0.0032123137962632472	-1.4879139666250971	ENSDARP00000008636.7	No mitochondrial presequence	noTP	ENSDARP00000008636	ENSDARG00000032117	ddx1.ENSDARP00000008636	ENSDARG00000032117	ENSDARG00000032117|ddx1.ENSDARP00000008636
AAH92003.1|b4galnt3b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	AAH92003.1	No mitochondrial presequence	noTP	NA	NA	b4galnt3b	AAH92003.1	AAH92003.1|b4galnt3b
ENSDARP00000138994.1|NA	0	0	0	0	0.06630236	0	0	0	0	0.01313405	0	0	0	0	-1.3914050170751675	ENSDARP00000138994.1	No mitochondrial presequence	noTP	ENSDARP00000138994	ENSDARG00000102421	acp7.ENSDARP00000138994	ENSDARG00000102421	ENSDARG00000102421|acp7.ENSDARP00000138994
ENSDARP00000131984.1|LOC557248	0	0.5885398	0.2431330079	0.379062854	0.6533613	0	0.2564313	0.0340886	0.04183319	0.5315482	0	0.30411285850137876	-0.9447521221526958	-1.1709624562206886	0.2744464421008954	ENSDARP00000131984.1	No mitochondrial presequence	noTP	ENSDARP00000131984	ENSDARG00000100088	zmp:0000001114.ENSDARP00000131984	ENSDARG00000100088	ENSDARG00000100088|zmp:0000001114.ENSDARP00000131984
ENSDARP00000069175.6|NA	0	0	0	0.713510441	0.2525375	0	0	0	0.2984552	0.1211859	0	0	0	-0.680521632972618	-1.5248848866010811	ENSDARP00000069175.6	No mitochondrial presequence	noTP	ENSDARP00000069175	ENSDARG00000016548	eif5b.ENSDARP00000069175	ENSDARG00000016548	ENSDARG00000016548|eif5b.ENSDARP00000069175
ENSDARP00000027672.6|eif3g	0	0	0.4849168281	0.56886937	0.05912453	0	0	0.2017994	0.1621351	0.01108585	0	0	-0.7559647688249496	-1.8732504808878156	-4.058739104876768	ENSDARP00000027672.6	No mitochondrial presequence	noTP	ENSDARP00000027672	ENSDARG00000016889	eif3g.ENSDARP00000027672	ENSDARG00000016889	ENSDARG00000016889|eif3g.ENSDARP00000027672
ENSDARP00000105955.2|LOC554642	0	0.7608313	0.9269135278	0	0	0	0.5063998	0.876384	0	0	0	0.22948862440402962	-0.09535729316582935	0	0	ENSDARP00000105955.2	No mitochondrial presequence	noTP	ENSDARP00000105955	ENSDARG00000044299	lmnb1.ENSDARP00000105955	ENSDARG00000044299	ENSDARG00000044299|lmnb1.ENSDARP00000105955
ENSDARP00000136665.2|NA	0	0.5454507	0.6758693227	0.687775786	0.09783159	0	0.214951	0.4716053	0.2606705	0.02352518	0	0.8741939355090232	-0.6663938149778268	-0.9309753662581913	-1.484038372766055	ENSDARP00000136665.2	No mitochondrial presequence	noTP	ENSDARP00000136665	ENSDARG00000093374	EPB41L2.ENSDARP00000136665	ENSDARG00000093374	ENSDARG00000093374|EPB41L2.ENSDARP00000136665
ENSDARP00000111104.2|NA	0	0	0	0.457487707	0.7576017	0	0	0	0.07864044	0.6602264	0	0	0	1.156729108909921	-0.40526816976537644	ENSDARP00000111104.2	No mitochondrial presequence	noTP	ENSDARP00000111104	ENSDARG00000029472	afdna.ENSDARP00000111104	ENSDARG00000029472	ENSDARG00000029472|afdna.ENSDARP00000111104
ENSDARP00000107383.2|NA	0	0.4784949	0.6119688813	0.544535154	0.9360285	0	0.1557164	0.3565593	0.137445	0.9069429	0	0.7072192709021085	-0.6315846910089902	-1.5373853679290852	-0.16529958880042075	ENSDARP00000107383.2	No mitochondrial presequence	noTP	ENSDARP00000107383	ENSDARG00000054530	rars1.ENSDARP00000107383	ENSDARG00000054530	ENSDARG00000054530|rars1.ENSDARP00000107383
ENSDARP00000140809.1|NA	0	0	0	0.414152	0.006242641	0	0	0	0.05709431	4.496818e-4	0	0	0	1.069790370924567	-3.7452779266072174	ENSDARP00000140809.1	No mitochondrial presequence	noTP	ENSDARP00000140809	ENSDARG00000105177	ilf3b.ENSDARP00000140809	ENSDARG00000105177	ENSDARG00000105177|ilf3b.ENSDARP00000140809
ENSDARP00000138128.1|ero1lb;	0	0	0	0	0.009686322	0	0	0	0	8.24295e-4	0	0	0	0	-2.1288752617643683	ENSDARP00000138128.1	No mitochondrial presequence	SP	ENSDARP00000138128	ENSDARG00000103915	ero1b.ENSDARP00000138128	ENSDARG00000103915	ENSDARG00000103915|ero1b.ENSDARP00000138128
ENSDARP00000146589.1|NA	0	0.5824229	0.3000601753	0.155524644	0.1871274	0	0.2491865	0.05638711	0.002163707	0.06774266	0	0.5552859059533336	-1.127504256958578	-2.0105037037307936	1.1539304601093872	ENSDARP00000146589.1	No mitochondrial presequence	noTP	ENSDARP00000146589	ENSDARG00000008808	eml2.ENSDARP00000146589	ENSDARG00000008808	ENSDARG00000008808|eml2.ENSDARP00000146589
ENSDARP00000124101.1|NA	0	0.9350353	0.6929764403	0	0.3141146	0	0.8489706	0.5126052	0	0.174693	0	0.11125561599193412	-0.3922649400526268	0	-1.19155417163957	ENSDARP00000124101.1	No mitochondrial presequence	noTP	ENSDARP00000124101	ENSDARG00000076121	smpd1.ENSDARP00000124101	ENSDARG00000076121	ENSDARG00000076121|smpd1.ENSDARP00000124101
XP_005173159.1|g3bp1	0	0	0.1334868096	0.720584922	0.1255562	0	0	0.009256172	0.3098119	0.03368327	0	0	-4.19952364887173	-1.3809492109337442	-2.3063327312172404	XP_005173159.1	No mitochondrial presequence	noTP	XP_005173159	ENSDARG00000017741	g3bp1.XP_005173159	ENSDARG00000017741	ENSDARG00000017741|g3bp1.XP_005173159
ENSDARP00000105632.2|NA	0	0.5482059	0.324350983	0.425532345	0.04330217	0	0.2167974	0.07923375	0.0637596	0.007325566	0	0.6840881540597025	-1.065612100380292	1.415361329679963	-3.1746568261011365	ENSDARP00000105632.2	No mitochondrial presequence	noTP	ENSDARP00000105632	ENSDARG00000040184	syncrip.ENSDARP00000105632	ENSDARG00000040184	ENSDARG00000040184|syncrip.ENSDARP00000105632
ENSDARP00000004667.7|LOC100330	0	0	0	0.986124928	0.1119249	0	0	0	0.9428884	0.02816345	0	0	0	-0.07465349184673865	-2.6390769833310324	ENSDARP00000004667.7	No mitochondrial presequence	noTP	ENSDARP00000004667	ENSDARG00000016260	fxr2.ENSDARP00000004667	ENSDARG00000016260	ENSDARG00000016260|fxr2.ENSDARP00000004667
XP_021324504.1|spna2;	0	0.02414972	0.0262479218	0.218184764	0.002923511	0	2.010615e-4	2.747275e-4	0.004940079	1.495701e-4	0	2.537875777596585	-3.755189460120456	-2.1917580512110044	-3.8450164124639272	XP_021324504.1	No mitochondrial presequence	noTP	XP_021324504	ENSDARG00000019231	sptan1.XP_021324504	ENSDARG00000019231	ENSDARG00000019231|sptan1.XP_021324504
XP_009303467.1|tjp2a	0	0	0.6981799206	0.610795277	0.5756519	0	0	0.5240155	0.1934717	0.4425121	0	0	0.750959050823422	-1.2616444734001493	0.38398205747555947	XP_009303467.1	No mitochondrial presequence	noTP	XP_009303467	ENSDARG00000063309	tjp2a.XP_009303467	ENSDARG00000063309	ENSDARG00000063309|tjp2a.XP_009303467
ENSDARP00000069614.4|NA	0	0	0	0.186477827	0.3916018	0	0	0	0.002837034	0.2516539	0	0	0	1.4215608343554063	-1.137314328256969	ENSDARP00000069614.4	No mitochondrial presequence	noTP	ENSDARP00000069614	ENSDARG00000053138	lrrc47.ENSDARP00000069614	ENSDARG00000053138	ENSDARG00000053138|lrrc47.ENSDARP00000069614
ENSDARP00000061100.4|igf2r	0	0.06913494	0.3046682998	0.854284798	0.2948838	0	9.593193e-4	0.06253104	0.5542767	0.1551462	0	2.5692202868820284	-2.0702815941045443	0.644972484920702	-1.9432440466677523	ENSDARP00000061100.4	No mitochondrial presequence	SP	ENSDARP00000061100	ENSDARG00000006094	igf2r.ENSDARP00000061100	ENSDARG00000006094	ENSDARG00000006094|igf2r.ENSDARP00000061100
ENSDARP00000140160.1|NA	0	0.3660581	0.4324784802	0.372092169	0.01939328	0	0.08160962	0.1561675	0.03854095	0.002230072	0	2.386806511535265	-2.088104671707733	2.0900658601073365	-2.4902414826672716	ENSDARP00000140160.1	No mitochondrial presequence	noTP	ENSDARP00000140160	ENSDARG00000001968	dock5.ENSDARP00000140160	ENSDARG00000001968	ENSDARG00000001968|dock5.ENSDARP00000140160
ENSDARP00000131803.1|elmod2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	ENSDARP00000131803.1	No mitochondrial presequence	noTP	ENSDARP00000131803	ENSDARG00000101669	elmod2.ENSDARP00000131803	ENSDARG00000101669	ENSDARG00000101669|elmod2.ENSDARP00000131803
XP_005163105.1|dnm1l	0	0.5496043	0.639195103	0.97255902	0.8097624	0	0.2176047	0.4020951	0.8648994	0.728936	0	-1.1787106287030944	-0.9947378551198044	-0.18968373617730663	0.4525383093510714	XP_005163105.1	No mitochondrial presequence	noTP	XP_005163105	ENSDARG00000015006	dnm1l.XP_005163105	ENSDARG00000015006	ENSDARG00000015006|dnm1l.XP_005163105
ENSDARP00000007588.7|LOC572569	0	0	0.4441105504	0.891964918	0.6190118	0	0	0.1663574	0.6280274	0.4913625	0	0	-1.1810883811504858	-0.5501875503871141	0.6638872433609486	ENSDARP00000007588.7	No mitochondrial presequence	noTP	ENSDARP00000007588	ENSDARG00000015343	pgd.ENSDARP00000007588	ENSDARG00000015343	ENSDARG00000015343|pgd.ENSDARP00000007588
